,beer,style,region,manufacturer,brand,fermentation,alcohol,volume,img,price,ingredients,tastes,serve_with,name
Samuel-Smith-s-Nut-Brown-Ale,['Коричневое'],"['Эль', 'Английский Эль', 'Английский Коричневый Эль']",['Великобритания'],Samuel Smith,Samuel Smith's,['Верховое брожение'],Средний,0.355,../data/images/Samuel-Smith-s-Nut-Brown-Ale.jpg,Средний,"['ячмень', 'хмель']","['орехи', 'миндаль', 'сухой', 'солод']","['птица', 'свинина', 'сыры', 'соус', 'копчености', 'колбасные изделия', 'орехи']",Samuel Smith Samuel Smith's
Triporteur-From-Heaven,"['Светлое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Бельгийский Светлый Эль', 'Бельгийский/Французский Эль']",['Бельгия'],BOMBrewery,Triporteur,['Верховое брожение'],Средний,0.33,../data/images/Triporteur-From-Heaven.jpg,Средний,"['пшеница', 'хмель', 'ячмень']","['сбалансированный', 'зерновые', 'хмель']","['рыба', 'морепродукты/дары моря', 'молодые сыры', 'моллюски', 'холодные закуски', 'горячие закуски']",BOMBrewery Triporteur
Fuller-s-Vintage-Ale-2019-gift-box,"['Янтарное', 'Фильтрованное']","['Эль', 'Английский Эль', 'Старый Эль']",['Англия'],Fuller Smith & Turner,Vintage Ale,['Верховое брожение'],Средний,0.5,../data/images/Fuller-s-Vintage-Ale-2019-gift-box.jpg,Дорогой,"['ячмень', 'хмель']","['тропические фрукты', 'миндаль', 'апельсин', 'мармелад', 'полный', 'богатый', 'насыщенный/интенсивный', 'долгий/продолжительный', 'горьковатый', 'хмель']","['сыры', 'дижестив']",Fuller Smith & Turner Vintage Ale
Altenkunstadt-Pilsener-in-can,"['Светлое', 'Фильтрованное']","['Немецкий Пилснер', 'Лагер', 'Немецкий Лагер']",['Германия'],Leikeim,Altenkunstadt,['Низовое брожение'],Средний,0.5,../data/images/Altenkunstadt-Pilsener-in-can.jpg,Дешевый,"['ячмень', 'хмель']","['дым/копченый', 'травы', 'цитрусовые', 'мед', 'солод', 'сбалансированный', 'долгий/продолжительный', 'горьковатый', 'классический']","['птица', 'рыба', 'сыры', 'закуски', 'японская кухня', 'снэки', 'немецкая кухня']",Leikeim Altenkunstadt
Litovel-Moravan,"['Светлое', 'Фильтрованное']","['Лагер', 'Чешский Лагер', 'Чешский Пилснер']","['Чехия', 'Моравия']",Litovel,Litovel,['Низовое брожение'],Средний,0.5,../data/images/Litovel-Moravan.jpg,Средний,"['ячмень', 'хмель']","['свежий', 'лимон', 'травы', 'пряный/острый', 'яркий', 'мягкий', 'насыщенный/интенсивный', 'сбалансированный', 'горьковатый', 'пикантный', 'хмель']","['рыба', 'салат', 'сыры', 'жаркое', 'закуски', 'овощи', 'снэки']",Litovel Litovel
Shepherd-Neame-Double-Stout,"['Чёрное', 'Фильтрованное']","['Эль', 'Английский Эль', 'Английский Стаут']",['Великобритания'],Shepherd Neame,Shepherd Neame,['Верховое брожение'],Средний,0.5,../data/images/Shepherd-Neame-Double-Stout.jpg,Средний,"['хмель', 'ячмень']","['дым/копченый', 'сухой', 'кофе', 'сливки', 'какао', 'горьковатый', 'гладкий', 'бархатистый', 'хмель']","['мясо', 'аперитив', 'деликатесы', 'десерты', 'дижестив', 'выпечка', 'шоколад']",Shepherd Neame Shepherd Neame
Weihenstephan-1516-Kellerbier,"['Янтарное', 'Нефильтрованное']","['Лагер', 'Немецкий Лагер', 'Келлербир/Цвикельбир']","['Германия', 'Бавария']",Weihenstephan,Weihenstephan,['Низовое брожение'],Средний,0.5,../data/images/Weihenstephan-1516-Kellerbier.jpg,Средний,"['ячмень', 'хмель', 'пшеница']","['цветочный', 'лимон', 'бисквит', 'карамель', 'солод', 'мягкий', 'сбалансированный', 'освежающий', 'сладковатый', 'гладкий', 'хмель']","['жареное мясо', 'сыры', 'гриль']",Weihenstephan Weihenstephan
Engel-Kellerbier-Dunkel,"['Темное', 'Нефильтрованное']","['Лагер', 'Немецкий Лагер', 'Келлербир/Цвикельбир']","['Германия', 'Бавария']",Engel,Engel,['Низовое брожение'],Средний,0.5,../data/images/Engel-Kellerbier-Dunkel.jpg,Средний,"['ячмень', 'хмель']","['округлый', 'полный', 'мягкий', 'сбалансированный', 'гармоничный', 'горьковатый', 'сладковатый']","['закуски', 'мясные закуски', 'снэки']",Engel Engel
Aktien-Landbier-Dunkel,"['Темное', 'Фильтрованное']","['Лагер', 'Мюнхенский Темный Лагер', 'Немецкий Лагер']","['Германия', 'Бавария']",Bayreuther,Aktien,['Низовое брожение'],Средний,0.5,../data/images/Aktien-Landbier-Dunkel.jpg,Средний,"['ячмень', 'хмель']","['вишня', 'слива', 'кофе', 'какао', 'хлеб', 'мягкий', 'сбалансированный', 'терпкий', 'освежающий', 'коричневый сахар']","['мясо', 'дичь', 'жареное мясо', 'сыры', 'копчености', 'колбасные изделия', 'немецкая кухня']",Bayreuther Aktien
Adnams-Jack-Brand-Ease-Up-IPA,"['Средне-светлое', 'Фильтрованное']","['Эль', 'Американский Эль', 'Американский ИПА']",['Великобритания'],Adnams,Jack Brand,['Верховое брожение'],Средний,0.5,../data/images/Adnams-Jack-Brand-Ease-Up-IPA.jpg,Средний,"['ячмень', 'овёс', 'хмель']","['сухой', 'солод', 'чистый', 'горьковатый', 'сладковатый', 'хмель']","['курица', 'мясо под соусом', 'жареная рыба', 'карри', 'тайская кухня']",Adnams Jack Brand
Mongozo-Banana,"['Светлое', 'Нефильтрованное']","['Смешанный', 'Фруктовое/Овощное']",['Бельгия'],Huyghe,Mongozo,['Верховое брожение'],Легкий,0.33,../data/images/Mongozo-Banana.jpg,Дорогой,"['ячмень', 'хмель', 'фрукты', 'пшеница']","['фруктовый', 'банан', 'сухой', 'яркий', 'солод', 'горьковатый', 'мощный']","['аперитив', 'экзотические блюда']",Huyghe Mongozo
Carlow-O-Hara-s-Irish-Lager,"['Светлое', 'Крафтовое', 'Фильтрованное']","['Лагер', 'Немецкий Лагер', 'Мюнхенский Яркий/Светлый Лагер']",['Ирландия'],Carlow,O'Hara's,['Низовое брожение'],Средний,0.5,../data/images/Carlow-O-Hara-s-Irish-Lager.jpg,Средний,"['хмель', 'ячмень']","['цитрусовые', 'сухой', 'солод', 'насыщенный/интенсивный', 'чистый', 'долгий/продолжительный', 'горьковатый', 'сладковатый', 'гладкий', 'хмель']","['курица', 'сыры', 'паэлья', 'морской окунь', 'рыба-гриль']",Carlow O'Hara's
Corsendonk-Agnus-Tripel-750,"['Светлое', 'Фильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Трипль']","['Бельгия', 'Фландрия']",Corsendonk,Agnus,['Верховое брожение'],Средний,0.75,../data/images/Corsendonk-Agnus-Tripel-750.jpg,Средний,"['ячмень', 'хмель']","['фруктовый', 'пряный/острый', 'солод', 'богатый', 'горьковатый', 'сладковатый']","['птица', 'рыба', 'морепродукты/дары моря', 'салат', 'дижестив']",Corsendonk Agnus
Veltins-Alkoholfrei,['Светлое'],"['Немецкий Пилснер', 'Лагер', 'Немецкий Лагер']",['Германия'],C. & A. Veltins,Veltins,['Низовое брожение'],Легкий,0.33,../data/images/Veltins-Alkoholfrei.jpg,Средний,"['ячмень', 'хмель']","['солод', 'освежающий', 'горьковатый', 'тонкий', 'хмель']","['птица', 'рыба', 'пицца', 'закуски', 'картофель', 'бутерброды', 'гамбургер']",C. & A. Veltins Veltins
Franziskaner-Hefe-Weisse-in-can,"['Светлое', 'Нефильтрованное']","['Эль', 'Немецкий Эль', 'Светлое пшеничное']","['Германия', 'Бавария']",Anheuser-Busch InBev,Franziskaner,['Верховое брожение'],Средний,0.5,../data/images/Franziskaner-Hefe-Weisse-in-can.jpg,Дешевый,"['ячмень', 'хмель', 'пшеница']","['банан', 'апельсин', 'хлеб', 'гвоздика', 'пшеничный', 'цедра', 'кориандр', 'гладкий']","['птица', 'рыба', 'салат', 'сыры', 'немецкая кухня']",Anheuser-Busch InBev Franziskaner
